[C@@H]13NC(=O)[C@H]4NC(=O)[C@H]5NC(=O)[C@@H](N)CSSC[C@@H]2NC(=O)[C@@H](C)NC(=O)[C@H]6NC(=O)[C@H](C)NC(=O.[C@@H]2CCCN.c18ccccc1.CCCC3C.[C@H]4(C)O.C57.C78	INVALID
C3(=O)[C@@H]6CCCN=C(N)N.C%17(=O)[C@@H]8CCCN=C(N)N.C%19(=O)[C@@H](N)CCCN=C(N)N.[C@H]%15(CCCN=C(N)N)C(N)=O.C%14(=O)[C@@H]7CCCCN.c1%16c[nH]c2ccccc12.[C@H]%11(CCCCN)C%22=O.c1%17c[nH]c2ccccc12.CC[C@H](C)[C@H]5C%20=O.C%18(=O)[C@@H]9[C@@H](C)CC.[C@H]%10(CC(N)=O)C%21=O.[C@H]%12(C%16)C%23=O.N35.N%146.N%177.N%188.N%199.N%20%10.N%21%11.N%22%12.N%23%13.N4%15	CC[C@H](C)[C@H](NC(=O)[C@@H](N)CCCN=C(N)N)C(=O)N[C@@H](CCCN=C(N)N)C(=O)c1c[nH]c2ccccc12.CC[C@H](C)[C@H](NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@@H](N)CCCCN)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(N)=O.NC(=O)[C@@H](N)CCCN=C(N)N
[C@H]9(CCCN=C(N)N)C%25=O.[C@H]%12(CCCN=C(N)N)C%29=O.[C@H]%17(CCCN=C(N)N)C6=O.C3(=O)[C@@H]8CCCCN.c1%20c[nH]c2ccccc12.c1%21c[nH]c2ccccc12.c1%22c[nH]c2ccccc12.[C@H]%15(CCCCN)C4=O.c1%23c[nH]c2ccccc12.CC[C@H](C)[C@H]7C%24=O.[C@H]%10(C%20)C%26=O.[C@H]%13(C%21)C%28=O.[C@H]%15(C%22)C%30=O.N1%30CCC[C@H]1%19.[C@H]%16(C%23)C5=O.C%14(=O)[C@H](C)N.C%18C(N)=O.C%31%19=O.N37.N%148.N%249.N%25%10.N%26%11.N%27%12.N%28%13.N%29%15.N4%16.N5%17.N6%18	CC[C@H](C)[C@H](NC(=O)[C@H](CCCCN)NC(=O)[C@H](C)N)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(N)=O.NC(=O)[C@@H](N)CCCN=C(N)N.NCCCC[C@@H](C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CCCN=C(N)N)C(=O)NCC(N)=O)[C@@H](Cc1c[nH]c2ccccc12)C(=O)N1CCC[C@H]1C=O.O=C1N[C@H]1Cc1c[nH]c2ccccc12
C3(=O)[C@@H]%15CCCN=C(N)N.C%14(=O)[C@@H]%16CCCN=C(N)N.C%39(=O)[C@@H]%18CCCN=C(N)N.[C@H]%26(CCCN=C(N)N)C%12=O.[C@H]%27(CCCN=C(N)N)C(N)=O.c1%33c[nH]c2ccccc12.C7(=O)[C@@H]%23CCCCN.CC[C@H](C)[C@H]%13C%10=O.C%41(=O)[C@@H]%19CC(C)C.C%43(=O)[C@@H]%22C(C)C.c1%34ccc(O)cc1.C9(=O)[C@@H](N)C(C)C.c1%34ccc(O)cc1.N18CC(O)CN1%32.c1%35ccc(O)cc1.c1%37ccc(O)cc1.C%25(=O)[C@@H]%17C%33.[C@@H]1%29CCCN1%40.C%40(=O)[C@@H]%20C%34.C4(=O)[C@@H]%21C%33.[C@@H]1%31CCCN16.[C@H]%24(C%35)C%11=O.C%14%28=O.C%36%29=O.C%42%30=O.C5%31=O.C6%32=O.N3%13.N%14%15.N%25%16.N%38%17.N%39%18.N%41%19.N4%20.N5%21.N7%22.N9%23.N%10%24.N%11%26.N%12%27	C=O.CC(C)C[C@@H]1NC1=O.CC(C)[C@H](N)C(=O)N[C@@H](CCCCN)C(=O)N[C@H](C=O)C(C)C.CC[C@H](C)[C@H](NC(=O)[C@@H](N)CCCN=C(N)N)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](CCCN=C(N)N)C(N)=O.C[C@H](NC(=O)[C@@H]1CCCN1C(=O)N1CC(O)CN1)C(=O)N[C@@H](C)C(=O)N1CCC[C@H]1C=O.NC(N)=NCCC[C@@H]1NC1=O.NC(N)=NCCC[C@H](NC(=O)[C@@H](N)Cc1c[nH]c2ccccc12)C(=O)C=O.Oc1ccc(-c2ccc(O)cc2)cc1.Oc1ccccc1
CC[C@H](C)[C@H]9C%35=O.C%24(=O)[C@@H]%10CCC%11.C%34(=O)[C@@H](N)CCC%12.[C@H]%15(CCC%16)C%36=O.[C@H]%17(CCC%18)C%37=O.[C@H]%19(CC(C)C)C3=O.[C@H]%21(CCC%22)C5=O.c1%32ccc(O)cc1.[C@@H]%26(C(=O)O)C(C)C.[C@@H]1%27CCCN1%13.C%13(=O)[C@@H]%14C%32.N1%37CCC[C@H]1%28.N1%39CCC[C@H]1%29.N14CCC[C@H]1%30.[C@H]%23(C%33)C7=O.c1%33ccccc1.N17CCC[C@H]1%31.N%11C(=N)N.N%12C(=N)N.N%16C(=N)N.N%18C(=N)N.N%20C(=N)N.N%25C(=N)N.N%26C(=N)N.C2%27=O.C%38%28=O.C4%29=O.C6%30=O.C8%31=O.N29.N%24%10.N%34%14.N%36%15.N%38%17.N3%19.N5%21.N6%23.N8%26	CC(C)C[C@@H]1NC1=O.CC(C)[C@H](NC(=N)N)C(=O)O.CCC[C@@H]1NC1=O.CC[C@H](C)[C@@H](C=O)NC(=O)[C@@H]1CCCN1C(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@@H](N)CCCNC(=N)N.N=C(N)N.N=C(N)N.N=C(N)NCCC[C@@H]1NC(=O)[C@@H]2CCCN2C1=O.N=C(N)NCCC[C@@H]1NC1=O.N=C(N)NCCC[C@@H]1NC1=O.NC(=O)[C@@H]1CCCN1C(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H]1CCCN1C(=O)[C@@H]1CCCN1
[C@H]%38(CCC(=O)O)C%14=O.[C@H]%39(CCCCN)C%17=O.[C@H]%40(CCCCN)C%17=O.C6(=O)[C@@H]%31C(C)C.[C@@H]%33(C%10=O)C(C)C.[C@@H]1%41CCCN1%24.C%46(=O)[C@@H]%22CO.C%48(=O)[C@@H]%23CO.c1%44ccccc1.[C@@H]1%42CCCN1%48.[C@H]%30(C%45)C8=O.c1%45ccccc1.[C@H]%36(CO)C%14=O.C[C@H]%18C%48=O.C%24(=O)[C@@H]%21C.C%49(=O)[C@@H]%26C.C4(=O)[C@H](C)N.C2(=O)C%19.C%13(=O)C%20.C%46(=O)C%25.C%27C3=O.C%34C%12=O.C%37C%16=O.CC%41=O.C%47%41=O.C5%42=O.C%55%43=O.C9%44=O.C%11%45=O.N2%19.N%13%20.N%35%21.N%46%22.N%47%23.N%49%25.N%50%26.N3%27.N4%28.N5%29.N7%30.N8%31.N9%32.N%10%33.N%11%34.N%12%36.N%14%37.N%15%38.N%16%39.N%17%40	C=O.CC(=O)[C@@H]1CCCN1C(=O)[C@H](C)N.CC(C)[C@@H](C=O)NC(=O)[C@@H](N)Cc1ccccc1.CC(C)[C@@H]1NC1=O.CCC=O.C[C@H](N)C(=O)NCC(=O)C(=O)[C@@H](N)CO.C[C@H](N)C(N)=O.NC(=O)[C@@H]1CCCN1C(=O)[C@H](CO)NC=O.NC(=O)c1ccccc1.NCCCC[C@H](NC(=O)CN)C(=O)C(=O)[C@@H](N)CCCCN.N[C@@H](CCC(=O)O)C(=O)C(=O)[C@H](CO)NC(=O)CNC=O.O=C1CN1.O=C1CN1.O=C1CN1
C%14(=O)[C@H]5CCCN=C(N)N.[C@@H]%10(CCCN=C(N)N)C(N)=O.C%17(=O)[C@H](N)CCC(N)=O.c1%11c[nH]c2ccccc12.c1%12c[nH]c2ccccc12.[C@@H]9(CCCCN)C%20=O.CC[C@@H](C)[C@@H]%21C%18=O.C%16(=O)[C@H]7CC(C)C.c1%13ccc(O)cc1.C3(=O)[C@H]4C%11.C%15(=O)[C@H]6C%12.[C@@H]8(C%13)C%19=O.N3%21.N%144.N%155.N%166.N%177.N%188.N%199.N%20%10	CC[C@@H](C)[C@@H](NC(=O)[C@@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H](CCCN=C(N)N)NC(=O)[C@@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](N)CCC(N)=O)C(=O)N[C@H](Cc1ccc(O)cc1)C(=O)N[C@H](CCCCN)C(=O)N[C@H](CCCN=C(N)N)C(N)=O
C%30(=O)[C@@H]%15CCCN=C(N)N.C%31(=O)[C@@H]%17CCCN=C(N)N.[C@H]%18(CCCN=C(N)N)C6=O.[C@H]%19(CCCN=C(N)N)C(N)=O.c1%21c[nH]c2ccccc12.c1%22c[nH]c2ccccc12.c1%22c[nH]c2ccccc12.[C@H]%16(CCCCN)C4=O.c1%23c[nH]c2ccccc12.CC[C@H](C)[C@H]7C5=O.C%27(=O)[C@@H]%12C(C)C.C3(=O)[C@@H]8C%20.c1%20ccccc1.C%26(=O)[C@@H]%11C%21.C%29(=O)[C@@H]%13C%22.C%30(=O)[C@@H](N)C%23.c1%24ccccc1.C%14(=O)C9.N37.N%148.N%259.N%26%10.N%27%11.N%28%12.N%29%13.N%30%15.N%31%16.N4%17.N5%18.N6%19	CC(C)[C@H](N)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(N)=O.CC[C@H](C)[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)CN)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](CCCN=C(N)N)C(N)=O.C[C@@H]1NC1=O.NC(N)=NCCC[C@H](N)C(=O)C(=O)[C@@H](N)Cc1c[nH]c2ccccc12.NCCCC[C@@H]1NC(=O)[C@H](CCCN=C(N)N)NC1=O.c1ccc2c(-c3c[nH]c4ccccc34)c[nH]c2c1.c1ccccc1
[C@H]1%49CSSC[C@@H]%50NC(=O)[C@H]%51NC(=O)[C@H]%52NC(=O)[C@H]%53NC(=O)[C@H]%54NC(=O)[C@H](C)NC1=O)NC(=O)[C@H]%51NC(=O)CNC(=O)CNC(=O)[C@H]%53NC(=O)[C@H]%54NC1=O.[C@H]%36(CCCN=C(N)N)C%19=O.C%24(=O)[C@@H]%25CCCCN.[C@H]%36(CCCCN)C8=O.[C@H]%44(CCCCN)C%17=O.CC[C@H](C)[C@H]%21C4=O.C2(=O)[C@@H]%22CC(C)C.C%13(=O)[C@@H]%23CC(C)C.[C@H]%37(CC(N)=O)C9=O.[C@H]%38(CC(C)C)C%10=O.[C@H]%43(CC(C)C)C%16=O.[C@H]%47(CC(C)C)C%19=O.C%35(=O)[C@@H]%26C(C)C.C%46(=O)[C@@H]%27[C@@H](C)O.C%59(=O)[C@@H]%31C(C)C.[C@@H]%42(C%15=O)C(C)C.[C@@H]%45(C%18=O)[C@@H](C)O.C3(=O)[C@@H](N)CO.[C@H]%32(CO)C5=O.[C@H]%41(CO)C%14=O.[C@H]%48(C%55)C%20=O.c1%55ccccc1.[C@H]%34(C)C7=O.C%51CC(N)=O.C%54CCCN.C%57(=O)C%28.C%39C%11=O.C%53C(=O)O.C%50(=O)O.[C@H]%52(C)O.C%54(C)C.N2%21.N%13%22.N%24%23.N%35%25.N%46%26.N%56%27.N%57%28.N%58%29.N%59%30.N3%31.N4%32.N5%33.N6%34.N7%36.N8%37.N9%38.N%10%39.N%11%40.N%12%41.N%14%42.N%15%43.N%16%44.N%17%45.N%18%47.N%19%48.N%20%49	INVALID
C%13(=O)[C@@H]%22CCCCN.C%52(=O)[C@@H]%26CCCCN.C3(=O)[C@@H]%30CCCCN.C7(=O)[C@@H]%33CCCCN.C%10(=O)[C@@H]%37CCCCN.C%14(=O)[C@@H]%40CCCCN.C%16(=O)[C@@H]%43CCCCN.CC(C)C[C@H]%19C(N)=O.C%24(=O)[C@@H]%21CC(C)C.C%35(=O)[C@@H]%23CC(C)C.C%53(=O)[C@@H]%28CC(C)C.C4(=O)[C@@H]%29CC(C)C.C6(=O)[C@@H]%31CCC%32.C8(=O)[C@@H]%34CC(C)C.C9(=O)[C@@H]%36CC(C)C.C%11(=O)[C@@H]%37CCC%38.C%12(=O)[C@@H]%39CC(C)C.C%14(=O)[C@@H]%40CC(C)C.C%17(=O)[C@@H]%41CCC%42.C%18(=O)[C@@H](N)CC(C)C.[C@@H]1%44CCCN1%13.[C@@H]1%45CCCN1%52.[C@@H]1%47CCCN13.[C@@H]1%48CCCN1%16.c1%50cnc[nH]1.N%25C(=N)N.N%29C(=N)N.N%33C(=N)N.N%38C(=N)N.N%42C(=N)N.C2%44=O.C%51%45=O.C%55%47=O.C%10%48=O.C%15%49=O.N2%19.N%24%20.N%35%22.N%46%23.N%51%26.N%52%27.N%53%28.N4%30.N5%30.N6%31.N8%33.N9%34.N%10%36.N%12%37.N%14%39.N%15%40.N%17%41.N%18%43	CC(C)CCC(N)=O.CC(C)C[C@@H]1NC1=O.CC(C)C[C@H](N)C(=O)N[C@@H](CCCCN)C(=O)N1CCC[C@H]1C(=O)C(=O)[C@H](CCCCN)[C@H](C=O)CCCNC(=N)N.CC(C)C[C@H](N)C(N)=O.CC(C)C[C@H](NC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N1CCC[C@H]1C=O.CC(C)C[C@H](NC(=O)[C@@H](N)CC(C)C)C(N)=O.CC(C)C[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCCN)NC(=O)[C@@H](N)CC(C)C)C(N)=O.CC(C)C[C@H]1C(=O)C(=O)[C@@H]1CCCCN.CCC[C@@H]1NC1=O.N.N.N=C(N)N.N=C(N)NCCC[C@@H]1NC1=O.N=C(N)N[C@H](C=O)CCCCN.NC=O.NCCCC[C@@H]1NC(=O)[C@@H]2CCCN2C1=O.c1c[nH]cn1
C%14(=O)[C@@H]7CCCN=C(N)N.C%11(=O)[C@@H]4CCC(N)=O.C%12(=O)[C@@H]5CCCCN.C%15(=O)[C@@H]8CCCCN.C%17(=O)[C@@H](N)CCCCN.CC[C@H](C)[C@H]2C%18=O.C1(=O)[C@@H]3CC(C)C.C%16(=O)[C@@H]9[C@@H](C)CC.C%13(=O)[C@@H]6C.[C@H]%10(C)C(=O)O.N12.N%113.N%124.N%135.N%146.N%157.N%168.N%179.N%18%10	CC[C@H](C)[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CCCCN)NC(=O)[C@H](C)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CCCCN)NC(=O)[C@@H](NC(=O)[C@@H](N)CCCCN)[C@@H](C)CC)C(=O)N[C@@H](C)C(=O)O
C%23(=O)[C@@H]%14CCCCN.C%29(=O)[C@@H]%16CCCCN.[C@H]%21(CCCCN)C4=O.[C@H]%25(CCCCN)C7=O.[C@H]%27(CCCCN)C9=O.[C@H]%28(CCCCN)C(=O)O.CC[C@H](C)[C@H]%10C%33=O.C%27(=O)[C@@H]%15CC(C)C.C%30(=O)[C@@H]%17CC(C)C.C%32(=O)[C@@H](N)CC(N)=O.[C@H]%20(CC(C)C)C3=O.[C@H]%22(CC(=O)O)C6=O.C%31(=O)[C@@H]%17C(C)C.[C@@H]%26(C8=O)C(C)C.C1(=O)[C@@H]%11CO.C%12(=O)C%13.C%18C%34=O.N1%10.N%12%11.N%23%13.N%29%14.N%30%15.N%31%16.N%32%17.N%33%18.N%34%19.N2%20.N3%21.N4%22.N5%24.N6%25.N7%26.N8%27.N9%28	CC(C)C[C@H](N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CCCCN)C(=O)N[C@H](C(N)=O)C(C)C.CC[C@H](C)[C@H](NC(=O)[C@H](CO)NC(=O)CNC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCCN)NC(=O)[C@H](C(C)C)[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)O)C(=O)NCC(N)=O.N.NC(=O)C[C@H](N)C(N)=O
c1%50c[nH]c2ccccc12.[C@H]%26(CCCCN)C%52=O.[C@H]%30(CCCCN)C5=O.[C@H]%34(CCCCN)C9=O.[C@H]%38(CCCCN)C%12=O.[C@H]%44(CCCCN)C%19=O.C%14(=O)[C@@H](N)CC(C)C.[C@H]%27(CC(N)=O)C%53=O.[C@H]%29(CC(C)C)C%54=O.[C@H]%38(CC(C)C)C%12=O.[C@H]%45(CC(N)=O)C%20=O.CC(C)C[C@H]%21C%36=O.[C@@H]%24(C%47=O)[C@@H](C)O.[C@@H]%28(C%53=O)C(C)C.[C@@H]%31(C4=O)[C@@H](C)O.[C@@H]%35(C%11=O)C(C)C.[C@@H]%42(C%17=O)C(C)C.[C@@H]%46(C(=O)O)C(C)C.C3(=O)[C@@H]%22C%50.N17CCC[C@H]1%48.[C@H]%35(CO)C%10=O.[C@H]%39(C%49)C%13=O.[C@H]%23(C)C%36=O.[C@H]%33(C)C7=O.c1%49cnc[nH]1.[C@H]%40(C)C%15=O.[C@H]%41(C)C%16=O.C%37C%10=O.C8%48=O.N3%21.N%14%22.N%25%23.N%36%24.N%47%26.N%51%27.N%52%28.N%53%29.N%54%30.N4%31.N5%32.N6%33.N8%34.N9%35.N%10%37.N%11%38.N%12%39.N%13%40.N%15%41.N%16%42.N%17%43.N%18%44.N%19%45.N%20%46	CC(C)C[C@H](N)C(=O)N[C@@H](CCCCN)C(N)=O.CC(C)C[C@H](NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H](N)CC(C)C)C(=O)C(=O)[C@H](C)N.CC(C)C[C@H]1C(=O)C(=O)[C@@H]1CCCCN.CC(C)[C@@H](C(N)=O)[C@@H](CO)C(=O)C(=O)CN.CC(C)[C@H](NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@@H](N)Cc1cnc[nH]1)C(N)=O.CC(C)[C@H](NC(=O)[C@H](CC(N)=O)NC(=O)[C@@H](N)CCCCN)C(=O)O.CC(C)[C@H](NC(=O)[C@H](CCCCN)NC(=O)[C@@H](N)[C@@H](C)O)C(=O)C(=O)[C@@H](N)CC(N)=O.C[C@@H](O)[C@@H]1NC1=O.C[C@H](N)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCCN)C(N)=O
C3(=O)[C@@H]8CCCCN.c1%20c[nH]c2ccccc12.C%25(=O)[C@@H]%11CCCCN.C%26(=O)[C@@H]%12CCCCN.C%29(=O)[C@@H]%16CCCCN.c1%23c[nH]c2ccccc12.CC(C)C[C@H]7C(N)=O.C%28(=O)[C@@H]%15CC(C)C.c1%21ccc(O)cc1.C6(=O)[C@@H](N)C(C)C.C4(=O)[C@@H]%18[C@@H](C)O.C%14(=O)[C@@H]9C%20.C%27(=O)[C@@H]%13C%21.[C@@H]1%19CCCN1%28.C4(=O)[C@@H]%17C%22.c1%22ccccc1.C%24(=O)C%10(C)N.N37.N%148.N%249.N%25%10.N%26%11.N%27%12.N%29%13.N%30%15.N4%16.N5%17.N6%18	CC(C)C[C@H](N)C(=O)N1CCCC1.CC(C)C[C@H](NC(=O)[C@H](CCCCN)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)C(C)(N)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCCN)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@@H](N)CCCCN)C(N)=O.CC(C)[C@H](N)C(=O)N[C@H](C(=O)C(=O)[C@@H](N)Cc1ccccc1)[C@@H](C)O.c1ccc2[nH]ccc2c1
C2(=O)[C@@H]%10CCCCN.CC[C@H](C)[C@H]9C6=O.C%24(=O)[C@@H]%12CC(C)C.C%29(=O)[C@@H]%14CC(C)C.C%31(=O)[C@@H]%16CC(N)=O.C%33(=O)[C@@H]%18CC(=O)O.C3(=O)[C@@H]%20CC(C)C.C4(=O)[C@@H]%21CC(N)=O.[C@@H]%22(C8=O)[C@@H](C)CC.c1%26ccc(O)cc1.C%30(=O)[C@@H]%15CCN.c1%27ccc(O)cc1.C%28(=O)[C@@H]%12CC%25.C5(=O)[C@@H](N)CC%26.[C@H]%21(C%27)C7=O.[C@H]%23(C%28)C(=O)O.C%32(=O)[C@@H]%17C.C%13(=O)C%11.N%19C(=N)N.N29.N%13%10.N%24%11.N%29%12.N%30%14.N%31%15.N%32%16.N%33%17.N%34%18.N4%20.N5%20.N6%21.N7%22.N8%23	CC(C)C[C@H](NC(=O)[C@H](CCN)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](C)NC(=O)[C@@H](N)CC(=O)O)C(N)=O.CC[C@H](C)[C@H](NC(=O)[C@H](CCCCN)NC(=O)CNC(=O)[C@H](CC(C)C)[C@@H](CC)C(=O)C[C@H](NC(=O)[C@@H](NC(=O)[C@H](Cc1ccc(O)cc1)[C@@H](CC(N)=O)C(=O)N[C@H](C=O)CC(C)C)[C@@H](C)CC)C(=O)O)C(N)=O.N=C(N)N.NC(=O)[C@@H](N)CCc1ccc(O)cc1
C1(=O)[C@@H]%14CCC(=O)O.C8(=O)[C@@H]3CCCCN.C9(=O)[C@@H](N)CCC(=O)O.[C@H]5(CCCCN)C%12=O.CC[C@H](C)[C@H]%13C%10=O.[C@H]4(CC(C)C)C%11=O.[C@H]6(CC(C)C)C(=O)O.C7(=O)[C@@H]2C(C)C.N1%13.N7%14.N82.N93.N%104.N%115.N%126	CC[C@H](C)[C@H](NC(=O)[C@H](CCC(=O)O)NC(=O)[C@@H](NC(=O)[C@H](CCCCN)NC(=O)[C@@H](N)CCC(=O)O)C(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(C)C)C(=O)O
C%25(=O)[C@@H]%24CCCCN.C%36(=O)[C@@H]%26CCCCN.C%52(=O)[C@@H](N)CCCCN.c1%50c[nH]c2ccccc12.[C@H]%30(CCCCN)C%53=O.[C@H]%31(CCCCN)C5=O.[C@H]%34(CCCCN)C8=O.CC[C@H](C)[C@H]%21C%53=O.C%14(=O)[C@@H]%23[C@@H](C)CC.C%51(=O)[C@@H]%27CC(C)C.[C@H]%33(CC(C)C)C7=O.[C@H]%35(CC(C)C)C9=O.[C@H]%40(CC(C)C)C%15=O.[C@H]%41(CC(C)C)C%16=O.[C@H]%42(CC(C)C)C%17=O.[C@H]%45(CC(C)C)C%20=O.[C@@H]%32(C6=O)C(C)C.[C@@H]%37(C%11=O)[C@@H](C)O.[C@@H]%38(C%12=O)[C@@H](C)O.[C@@H]%44(C%19=O)[C@@H](C)O.C3(=O)[C@@H]%22C%49.[C@@H]1%48CCCN1%36.C%52(=O)[C@@H]%29C%50.[C@H]%31(CO)C6=O.[C@H]%46(CO)C(=O)O.[C@H]%29(C)C4=O.C%35C%10=O.C%41C%13=O.C%25%48=O.N3%21.N%14%22.N%25%23.N%47%24.N%51%26.N%52%27.N%53%28.N%54%29.N4%30.N5%31.N6%32.N7%33.N8%34.N9%35.N%10%37.N%11%38.N%12%39.N%13%40.N%15%41.N%16%42.N%17%43.N%18%44.N%19%45.N%20%46	CC(C)C[C@@H]1NC1=O.CC(C)C[C@H](CC(=O)N[C@@H](CC(C)C)C(N)=O)C(=O)N[C@@H](CC(C)C)C(N)=O.CC(C)C[C@H](CC(=O)N[C@H](C(=O)N[C@H](C(N)=O)[C@@H](C)O)[C@@H](C)O)C(N)=O.CC(C)C[C@H](N)C(=O)N[C@@H](CCCCN)C(=O)N1CCC[C@H]1C(=O)C(=O)[C@@H](N)CCCCN.CC(C)C[C@H](NC(=O)[C@@H](N)[C@@H](C)O)C(=O)N[C@@H](CO)C(=O)O.CC(C)[C@H](N)C(=O)C(=O)[C@H](CO)[C@@H](CCCCN)C(N)=O.CC[C@H](C)[C@H](N)C(=O)N[C@@H](C)C(=O)N[C@H](C(=O)C(=O)[C@H](CCCCN)NC(=O)[C@H](C)[C@@H](Cc1c[nH]c2ccccc12)C(=O)C(=O)[C@@H](N)CCCCN)[C@@H](C)CC.N.N.NCCCC[C@@H]1NC1=O
C3(=O)[C@@H]5CCCN=C(N)N.[C@H]%12(CCCN=C(N)N)C(N)=O.C%17(=O)[C@@H]7CCC(N)=O.c1%15c[nH]c2ccccc12.CC[C@H](C)[C@H]4C%20=O.C%14(=O)[C@@H]6[C@@H](C)CC.[C@H]9(CC(=O)O)C%21=O.[C@@H]%10(C%22=O)C(C)C.C%18(=O)[C@@H]8C%13.c1%13ccccc1.C%19(=O)[C@@H](N)C%15.[C@H]%11(C%16)C%23=O.c1%16ccccc1.N34.N%145.N%176.N%187.N%198.N%209.N%21%10.N%22%11.N%23%12	CC[C@H](C)[C@H](NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@@H](NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](N)Cc1c[nH]c2ccccc12)[C@@H](C)CC)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CCCN=C(N)N)C(N)=O)C(C)C
[C@H]%15(CCCN=C(N)N)C6=O.[C@H]%16(CCCN=C(N)N)C(N)=O.c1%18c[nH]c2ccccc12.[C@H]9(CCCCN)C%27=O.c1%19c[nH]c2ccccc12.c1%20c[nH]c2ccccc12.c1%21c[nH]c2ccccc12.c1%22c[nH]c2ccccc12.CC[C@H](C)[C@H](N)C3=O.[C@H]7(CC(C)C)C%14=O.[C@H]8(C%18)C%24=O.[C@H]%10(C%19)C%26=O.[C@H]%11(C%20)C%28=O.[C@H]%12(C%21)C%29=O.N1%30CCC[C@H]1%17.[C@H]%13(C%22)C5=O.[C@H]5(C%23)C(=O)O.C%25%16=O.C4%17=O.N37.N%148.N%249.N%25%10.N%26%11.N%28%12.N%29%13.N4%15.N6%16	CC[C@H](C)[C@H](N)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@H](C=O)CCCCN.C[C@@H](C(=O)O)C(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H](CCCN=C(N)N)C(N)=O.NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@@H]1CCCN1
[C@@H]13NC(=O)[C@H]4NC(=O)[C@H]5NC(=O)[C@H]6NC(=O)[C@H]7NC(=O)[C@@H](N)CSSC[C@@H]2NC(=O)[C@H]8NC(=O)[C@H]9NC(=O)[C@H]%10NC(=O)[C@H]%11NC(=O)[C@@H]3NC1=O.C7CCN=C(N)N.C8CCN=C(N)N.C9CCN=C(N)N.CC(C)CC.C8C(C)C.[C@H]%11(C)O.C6O.C%10O	CC(C)C.CCC(C)C.C[C@@H](O)[C@@H]1NC(=O)[C@@H]2NC(=O)[C@H]2NC(=O)CNC(=O)CNC(=O)[C@H](CO)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@@H](N)CSSCCNC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CO)NC1=O
